Data_venda;codigo do produto;id interno;Produto;Departamento;unidades;valor unitario
10/09/2021;1011;5559,5;Bota cano alto preta;Feminino;1;125,265
11/09/2021;1011;5559,5;Bota cano alto preta;Feminino;2;103,53
13/09/2021;1011;5559,5;Bota cano alto preta;Feminino;2;113,19
14/09/2021;1011;5559,5;Bota cano alto preta;Feminino;1;125,265
14/09/2021;1011;5559,5;Bota cano alto preta;Feminino;2;103,53
15/09/2021;1011;5559,5;Bota cano alto preta;Feminino;2;113,19
16/09/2021;1011;5559,5;Bota cano alto preta;Feminino;2;125,265
18/09/2021;1011;5559,5;Bota cano alto preta;Feminino;1;103,53
18/09/2021;1011;5559,5;Bota cano alto preta;Feminino;4;113,19
20/09/2021;1011;5559,5;Bota cano alto preta;Feminino;2;125,265
20/09/2021;1011;5559,5;Bota cano alto preta;Feminino;2;103,53
20/09/2021;1011;5559,5;Bota cano alto preta;Feminino;1;113,19
20/09/2021;1011;5559,5;Bota cano alto preta;Feminino;1;125,265
21/09/2021;1011;5559,5;Bota cano alto preta;Feminino;1;103,53
23/09/2021;1011;5559,5;Bota cano alto preta;Feminino;2;113,19
24/09/2021;1011;5559,5;Bota cano alto preta;Feminino;1;125,265
24/09/2021;1011;5559,5;Bota cano alto preta;Feminino;4;103,53
01/08/2021;1012;5563;Bota clássica;Feminino;2;86,24
01/08/2021;1012;5563;Bota clássica;Feminino;1;95,44
01/08/2021;1012;5563;Bota clássica;Feminino;2;78,88
05/08/2021;1012;5563;Bota clássica;Feminino;1;86,24
07/08/2021;1012;5563;Bota clássica;Feminino;3;95,44
07/08/2021;1012;5563;Bota clássica;Feminino;1;78,88
07/08/2021;1012;5563;Bota clássica;Feminino;2;86,24
07/08/2021;1012;5563;Bota clássica;Feminino;3;95,44
07/08/2021;1012;5563;Bota clássica;Feminino;3;78,88
07/08/2021;1012;5563;Bota clássica;Feminino;3;86,24
07/08/2021;1012;5563;Bota clássica;Feminino;2;95,44
08/08/2021;1012;5563;Bota clássica;Feminino;1;78,88
08/08/2021;1012;5563;Bota clássica;Feminino;2;86,24
08/08/2021;1012;5563;Bota clássica;Feminino;3;95,44
08/08/2021;1012;5563;Bota clássica;Feminino;1;78,88
08/08/2021;1012;5563;Bota clássica;Feminino;2;86,24
08/08/2021;1012;5563;Bota clássica;Feminino;1;95,44
08/08/2021;1012;5563;Bota clássica;Feminino;2;78,88
09/08/2021;1012;5563;Bota clássica;Feminino;1;86,24
09/08/2021;1012;5563;Bota clássica;Feminino;2;95,44
09/08/2021;1012;5563;Bota clássica;Feminino;4;78,88
10/08/2021;1012;5563;Bota clássica;Feminino;1;86,24
10/08/2021;1012;5563;Bota clássica;Feminino;2;95,44
11/08/2021;1012;5563;Bota clássica;Feminino;1;78,88
13/08/2021;1012;5563;Bota clássica;Feminino;1;86,24
14/08/2021;1012;5563;Bota clássica;Feminino;1;95,44
14/08/2021;1012;5563;Bota clássica;Feminino;1;78,88
16/08/2021;1012;5563;Bota clássica;Feminino;1;86,24
17/08/2021;1012;5563;Bota clássica;Feminino;1;95,44
18/08/2021;1012;5563;Bota clássica;Feminino;1;78,88
18/08/2021;1012;5563;Bota clássica;Feminino;1;86,24
20/08/2021;1012;5563;Bota clássica;Feminino;1;95,44
20/08/2021;1012;5563;Bota clássica;Feminino;1;78,88
20/08/2021;1012;5563;Bota clássica;Feminino;2;86,24
20/08/2021;1012;5563;Bota clássica;Feminino;2;95,44
21/08/2021;1012;5563;Bota clássica;Feminino;1;78,88
23/08/2021;1012;5563;Bota clássica;Feminino;1;86,24
24/08/2021;1012;5563;Bota clássica;Feminino;1;95,44
24/08/2021;1012;5563;Bota clássica;Feminino;3;78,88
03/09/2021;1012;5563;Bota clássica;Feminino;2;86,24
03/09/2021;1012;5563;Bota clássica;Feminino;2;95,44
03/09/2021;1012;5563;Bota clássica;Feminino;3;78,88
04/09/2021;1012;5563;Bota clássica;Feminino;3;86,24
07/09/2021;1012;5563;Bota clássica;Feminino;3;95,44
07/09/2021;1012;5563;Bota clássica;Feminino;1;78,88
07/09/2021;1012;5563;Bota clássica;Feminino;2;86,24
07/09/2021;1012;5563;Bota clássica;Feminino;3;95,44
07/09/2021;1012;5563;Bota clássica;Feminino;3;78,88
07/09/2021;1012;5563;Bota clássica;Feminino;3;86,24
07/09/2021;1012;5563;Bota clássica;Feminino;2;95,44
08/09/2021;1012;5563;Bota clássica;Feminino;1;78,88
08/09/2021;1012;5563;Bota clássica;Feminino;2;86,24
08/09/2021;1012;5563;Bota clássica;Feminino;3;95,44
08/09/2021;1012;5563;Bota clássica;Feminino;1;78,88
08/09/2021;1012;5563;Bota clássica;Feminino;2;86,24
08/09/2021;1012;5563;Bota clássica;Feminino;1;95,44
08/09/2021;1012;5563;Bota clássica;Feminino;2;78,88
09/09/2021;1012;5563;Bota clássica;Feminino;1;86,24
09/09/2021;1012;5563;Bota clássica;Feminino;2;95,44
09/09/2021;1012;5563;Bota clássica;Feminino;4;78,88
10/09/2021;1012;5563;Bota clássica;Feminino;1;86,24
10/09/2021;1012;5563;Bota clássica;Feminino;2;95,44
11/09/2021;1012;5563;Bota clássica;Feminino;1;78,88
13/09/2021;1012;5563;Bota clássica;Feminino;1;86,24
14/09/2021;1012;5563;Bota clássica;Feminino;1;95,44
14/09/2021;1012;5563;Bota clássica;Feminino;1;78,88
16/09/2021;1012;5563;Bota clássica;Feminino;1;86,24
17/09/2021;1012;5563;Bota clássica;Feminino;1;95,44
18/09/2021;1012;5563;Bota clássica;Feminino;1;78,88
18/09/2021;1012;5563;Bota clássica;Feminino;1;86,24
20/09/2021;1012;5563;Bota clássica;Feminino;1;95,44
20/09/2021;1012;5563;Bota clássica;Feminino;1;78,88
20/09/2021;1012;5563;Bota clássica;Feminino;2;86,24
20/09/2021;1012;5563;Bota clássica;Feminino;2;95,44
21/09/2021;1012;5563;Bota clássica;Feminino;1;78,88
23/09/2021;1012;5563;Bota clássica;Feminino;1;86,24
24/09/2021;1012;5563;Bota clássica;Feminino;1;95,44
24/09/2021;1012;5563;Bota clássica;Feminino;3;78,88
01/08/2021;1013;5566,5;Bota marrom couro;Masculino;4;70,07
01/08/2021;1013;5566,5;Bota marrom couro;Masculino;1;77,545
01/08/2021;1013;5566,5;Bota marrom couro;Masculino;1;64,09
05/08/2021;1013;5566,5;Bota marrom couro;Masculino;1;70,07
07/08/2021;1013;5566,5;Bota marrom couro;Masculino;2;77,545
07/08/2021;1013;5566,5;Bota marrom couro;Masculino;1;64,09
07/08/2021;1013;5566,5;Bota marrom couro;Masculino;2;70,07
07/08/2021;1013;5566,5;Bota marrom couro;Masculino;2;77,545
07/08/2021;1013;5566,5;Bota marrom couro;Masculino;2;64,09
07/08/2021;1013;5566,5;Bota marrom couro;Masculino;1;70,07
08/08/2021;1013;5566,5;Bota marrom couro;Masculino;1;77,545
08/08/2021;1013;5566,5;Bota marrom couro;Masculino;2;64,09
08/08/2021;1013;5566,5;Bota marrom couro;Masculino;1;70,07
09/08/2021;1013;5566,5;Bota marrom couro;Masculino;3;77,545
10/08/2021;1013;5566,5;Bota marrom couro;Masculino;3;64,09
14/08/2021;1013;5566,5;Bota marrom couro;Masculino;1;70,07
18/08/2021;1013;5566,5;Bota marrom couro;Masculino;3;77,545
18/08/2021;1013;5566,5;Bota marrom couro;Masculino;4;64,09
21/08/2021;1013;5566,5;Bota marrom couro;Masculino;2;70,07
21/08/2021;1013;5566,5;Bota marrom couro;Masculino;1;77,545
21/08/2021;1013;5566,5;Bota marrom couro;Masculino;1;64,09
21/08/2021;1013;5566,5;Bota marrom couro;Masculino;1;70,07
24/08/2021;1013;5566,5;Bota marrom couro;Masculino;1;77,545
24/08/2021;1013;5566,5;Bota marrom couro;Masculino;2;64,09
03/09/2021;1013;5566,5;Bota marrom couro;Masculino;1;70,07
03/09/2021;1013;5566,5;Bota marrom couro;Masculino;1;77,545
03/09/2021;1013;5566,5;Bota marrom couro;Masculino;2;64,09
04/09/2021;1013;5566,5;Bota marrom couro;Masculino;2;70,07
07/09/2021;1013;5566,5;Bota marrom couro;Masculino;2;77,545
07/09/2021;1013;5566,5;Bota marrom couro;Masculino;1;64,09
07/09/2021;1013;5566,5;Bota marrom couro;Masculino;2;70,07
07/09/2021;1013;5566,5;Bota marrom couro;Masculino;2;77,545
07/09/2021;1013;5566,5;Bota marrom couro;Masculino;2;64,09
07/09/2021;1013;5566,5;Bota marrom couro;Masculino;1;70,07
08/09/2021;1013;5566,5;Bota marrom couro;Masculino;1;77,545
08/09/2021;1013;5566,5;Bota marrom couro;Masculino;2;64,09
08/09/2021;1013;5566,5;Bota marrom couro;Masculino;1;70,07
09/09/2021;1013;5566,5;Bota marrom couro;Masculino;3;77,545
10/09/2021;1013;5566,5;Bota marrom couro;Masculino;3;64,09
14/09/2021;1013;5566,5;Bota marrom couro;Masculino;1;70,07
18/09/2021;1013;5566,5;Bota marrom couro;Masculino;3;77,545
18/09/2021;1013;5566,5;Bota marrom couro;Masculino;4;64,09
21/09/2021;1013;5566,5;Bota marrom couro;Masculino;2;70,07
21/09/2021;1013;5566,5;Bota marrom couro;Masculino;1;77,545
24/09/2021;1013;5566,5;Bota marrom couro;Masculino;1;64,09
24/09/2021;1013;5566,5;Bota marrom couro;Masculino;2;70,07
01/08/2020;1014;5569;Botas princesas;Infantil;3;83,51
01/08/2020;1014;5569;Botas princesas;Infantil;3;69,02
01/08/2021;1014;5570;Botas princesas;Infantil;4;75,46
05/08/2021;1014;5570;Botas princesas;Infantil;2;83,51
07/08/2021;1014;5570;Botas princesas;Infantil;1;69,02
07/08/2021;1014;5570;Botas princesas;Infantil;4;75,46
07/08/2021;1014;5570;Botas princesas;Infantil;1;83,51
07/08/2021;1014;5570;Botas princesas;Infantil;1;69,02
07/08/2021;1014;5570;Botas princesas;Infantil;1;75,46
07/08/2021;1014;5570;Botas princesas;Infantil;4;83,51
08/08/2021;1014;5570;Botas princesas;Infantil;1;69,02
08/08/2021;1014;5570;Botas princesas;Infantil;1;75,46
08/08/2021;1014;5570;Botas princesas;Infantil;1;83,51
09/08/2021;1014;5570;Botas princesas;Infantil;2;69,02
10/08/2021;1014;5570;Botas princesas;Infantil;1;75,46
14/08/2021;1014;5570;Botas princesas;Infantil;1;83,51
18/08/2021;1014;5570;Botas princesas;Infantil;2;69,02
18/08/2021;1014;5570;Botas princesas;Infantil;3;75,46
21/08/2021;1014;5570;Botas princesas;Infantil;1;83,51
21/08/2021;1014;5570;Botas princesas;Infantil;2;69,02
21/08/2021;1014;5570;Botas princesas;Infantil;2;75,46
21/08/2021;1014;5570;Botas princesas;Infantil;2;83,51
24/08/2021;1014;5570;Botas princesas;Infantil;1;69,02
24/08/2021;1014;5570;Botas princesas;Infantil;1;75,46
03/09/2021;1014;5570;Botas princesas;Infantil;2;83,51
03/09/2021;1014;5570;Botas princesas;Infantil;2;69,02
03/09/2021;1014;5570;Botas princesas;Infantil;1;75,46
04/09/2021;1014;5570;Botas princesas;Infantil;1;83,51
07/09/2021;1014;5570;Botas princesas;Infantil;1;69,02
07/09/2021;1014;5570;Botas princesas;Infantil;4;75,46
07/09/2021;1014;5570;Botas princesas;Infantil;1;83,51
07/09/2021;1014;5570;Botas princesas;Infantil;1;69,02
07/09/2021;1014;5570;Botas princesas;Infantil;1;75,46
07/09/2021;1014;5570;Botas princesas;Infantil;4;83,51
08/09/2021;1014;5570;Botas princesas;Infantil;1;69,02
08/09/2021;1014;5570;Botas princesas;Infantil;1;75,46
08/09/2021;1014;5570;Botas princesas;Infantil;1;83,51
09/09/2021;1014;5570;Botas princesas;Infantil;2;69,02
10/09/2021;1014;5570;Botas princesas;Infantil;1;75,46
14/09/2021;1014;5570;Botas princesas;Infantil;1;83,51
18/09/2021;1014;5570;Botas princesas;Infantil;2;69,02
18/09/2021;1014;5570;Botas princesas;Infantil;3;75,46
21/09/2021;1014;5570;Botas princesas;Infantil;1;83,51
21/09/2021;1014;5570;Botas princesas;Infantil;2;69,02
24/09/2021;1014;5570;Botas princesas;Infantil;1;75,46
24/09/2021;1014;5570;Botas princesas;Infantil;1;83,51
01/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;2;16,269
01/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;2;17,787
01/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;19,6845
05/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;16,269
07/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;17,787
07/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;19,6845
07/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;16,269
07/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;17,787
07/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;19,6845
07/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;16,269
08/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;2;17,787
08/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;2;19,6845
08/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;2;16,269
09/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;17,787
10/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;2;19,6845
14/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;16,269
18/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;17,787
21/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;19,6845
21/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;16,269
21/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;17,787
21/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;19,6845
24/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;16,269
24/08/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;17,787
03/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;2;19,6845
03/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;16,269
03/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;17,787
04/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;19,6845
07/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;16,269
07/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;17,787
07/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;19,6845
07/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;16,269
07/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;17,787
07/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;19,6845
08/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;2;16,269
08/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;2;17,787
08/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;2;19,6845
09/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;16,269
10/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;2;17,787
14/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;3;19,6845
18/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;16,269
21/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;17,787
21/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;19,6845
24/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;16,269
24/09/2021;1015;5573,5;Chinelo havaianas baby;Infantil;1;17,787
01/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;29,825
01/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;24,65
01/08/2021;1016;5577;Chinelo havaianas basico;Feminino;2;26,95
05/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;29,825
07/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;24,65
07/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;26,95
07/08/2021;1016;5577;Chinelo havaianas basico;Feminino;2;29,825
07/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;24,65
07/08/2021;1016;5577;Chinelo havaianas basico;Feminino;2;26,95
08/08/2021;1016;5577;Chinelo havaianas basico;Feminino;2;29,825
08/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;24,65
08/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;26,95
08/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;29,825
08/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;24,65
08/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;26,95
08/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;29,825
09/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;24,65
09/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;26,95
09/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;29,825
10/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;24,65
10/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;26,95
11/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;29,825
13/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;24,65
14/08/2021;1016;5577;Chinelo havaianas basico;Feminino;2;26,95
14/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;29,825
15/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;24,65
16/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;26,95
18/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;29,825
20/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;24,65
21/08/2021;1016;5577;Chinelo havaianas basico;Feminino;2;26,95
21/08/2021;1016;5577;Chinelo havaianas basico;Feminino;4;29,825
21/08/2021;1016;5577;Chinelo havaianas basico;Feminino;4;24,65
21/08/2021;1016;5577;Chinelo havaianas basico;Feminino;4;26,95
23/08/2021;1016;5577;Chinelo havaianas basico;Feminino;3;29,825
24/08/2021;1016;5577;Chinelo havaianas basico;Feminino;2;24,65
24/08/2021;1016;5577;Chinelo havaianas basico;Feminino;1;26,95
03/09/2021;1016;5577;Chinelo havaianas basico;Feminino;3;29,825
03/09/2021;1016;5577;Chinelo havaianas basico;Feminino;2;24,65
03/09/2021;1016;5577;Chinelo havaianas basico;Feminino;1;26,95
04/09/2021;1016;5577;Chinelo havaianas basico;Feminino;1;29,825
07/09/2021;1016;5577;Chinelo havaianas basico;Feminino;1;24,65
07/09/2021;1016;5577;Chinelo havaianas basico;Feminino;1;26,95
07/09/2021;1016;5577;Chinelo havaianas basico;Feminino;2;29,825
07/09/2021;1016;5577;Chinelo havaianas basico;Feminino;1;24,65
07/09/2021;1016;5577;Chinelo havaianas basico;Feminino;2;26,95
08/09/2021;1016;5577;Chinelo havaianas basico;Feminino;2;29,825
08/09/2021;1016;5577;Chinelo havaianas basico;Feminino;3;24,65
08/09/2021;1016;5577;Chinelo havaianas basico;Feminino;3;26,95
08/09/2021;1016;5577;Chinelo havaianas basico;Feminino;1;29,825
08/09/2021;1016;5577;Chinelo havaianas basico;Feminino;1;24,65
08/09/2021;1016;5577;Chinelo havaianas basico;Feminino;1;26,95
08/09/2021;1016;5577;Chinelo havaianas basico;Feminino;1;29,825
